Match ID,Name,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout
3400,Thales Leites,165,-175,165.0,57.14285714,11/16/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3,0,1,0,23.77777778,0.36666666700000006,1.4444444440000002,2.222222222,0.36777777799999994,5,3,23,1,0,1,2,0,3,0,6,Orthodox,185.42,198.12,185,0,1,0,27.0,0.532857143,0.9285714290000001,2.0714285709999998,0.544285714,3,6,30,1,0,1,1,2,4,0,8,Orthodox,185.42,195.58,205,33,32,0,0,2,-2,3,-7,0,-2,-1,0.0,2.54,1,-3.22222222,0.515873015,0.150793651,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,14.0,20.0,37.0,35.0,0.37,0.57,51.0,47.0,76.0,66.0,0.0,3.0,0.0,8.0,0.0,0.37,0.0,0.0,0.0,13.0,0.0,0.0
3401,Rick Story,190,-210,190.0,47.61904762,11/16/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,39.84615385,0.416153846,1.0,2.538461538,0.574615385,6,5,33,0,0,2,3,2,1,0,8,Southpaw,175.26,180.34,170,1,0,0,29.6,0.588,0.2,1.8,0.22399999999999998,4,1,13,0,0,1,2,1,0,0,4,Southpaw,182.88,185.42,170,32,29,0,0,2,4,-4,20,0,1,1,-7.62,-5.08,3,10.24615385,0.8,0.7384615379999999,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,1.0,42.0,71.0,114.0,199.0,0.36,0.35,42.0,75.0,114.0,203.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
3402,Erik Perez,-425,378,23.52941176,378.0,11/16/2013,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,2,0,0,35.0,0.44799999999999995,0.6,0.2,0.2,2,3,13,0,0,1,0,1,0,0,2,Orthodox,170.18,175.26,135,1,0,0,26.0,0.625,0.25,1.25,0.1125,3,1,6,0,0,0,0,2,1,0,3,Orthodox,172.72,172.72,135,23,29,-1,0,-1,-1,-2,7,0,-1,-1,-2.54,2.54,-6,9.0,0.35,-1.05,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,1.0,0.0,50.0,18.0,108.0,85.0,0.46,0.21,120.0,21.0,178.0,88.0,7.0,0.0,8.0,0.0,0.87,0.0,0.0,0.0,5.0,0.0,0.0,0.0
3403,Jason High,-320,290,31.25,290.0,11/16/2013,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,175.26,180.34,170,0,1,0,4.333333333,0.18,1.6666666669999999,0.333333333,0.333333333,1,2,5,0,0,0,0,0,1,0,1,Southpaw,172.72,180.34,155,32,33,0,-1,-1,-1,2,-5,0,0,-1,2.54,0.0,-1,-4.333333333,-1.6666666669999999,-0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,5.0,8.0,12.0,19.0,0.41,0.42,41.0,72.0,54.0,85.0,4.0,0.0,5.0,0.0,0.8,0.0,4.0,0.0,11.0,1.0,0.0,1.0
3404,Sergio Pettis,355,-400,355.0,25.0,11/16/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,135,2,0,0,39.0,0.35,0.0,0.5,0.25,0,2,6,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,125,27,20,2,0,0,0,2,-6,0,0,0,-7.62,-2.54,7,-39.0,0.0,-0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,41.0,81.0,92.0,121.0,0.44,0.66,75.0,93.0,131.0,135.0,4.0,2.0,8.0,4.0,0.5,0.5,0.0,3.0,2.0,5.0,1.0,1.0
3405,Gian Villante,310,-340,310.0,29.41176471,11/16/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Light Heavyweight,MALE,3,1,0,0,28.0,0.56,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,205,1,0,0,14.5,0.68,0.0,0.5,0.5,1,1,2,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,205,32,28,0,0,-1,-1,0,1,0,-1,0,0.0,5.08,4,13.5,0.0,-0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,1:22,382.0,0.0,1.0,51.0,43.0,90.0,82.0,0.56,0.52,55.0,57.0,94.0,97.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3406,Vitor Belfort,-220,200,45.45454545,200.0,11/9/2013,"Goiania, Goias, Brazil", Brazil,Red,False,Light Heavyweight,MALE,5,2,0,0,38.3,0.484,0.5,1.4,0.39399999999999996,4,4,30,3,0,2,3,1,0,0,6,Orthodox,180.34,187.96,185,0,2,0,10.55555556,0.49777777799999995,0.444444444,0.333333333,0.152777778,3,6,28,5,0,0,0,9,2,1,12,Southpaw,182.88,187.96,185,36,43,-2,-2,1,-6,2,2,-2,-9,-2,-2.54,0.0,-7,27.74444444,0.055555556,1.066666667,0,1,6,,,,,,,,2.0,,,,,,,,,,,,6.0,,,,,,,,Blue,KO/TKO,Kick,1.0,1:17,77.0,,,,,,,,,,,,,,,,,,,,,,,,
3407,Cezar Ferreira,-165,155,60.60606061,155.0,11/9/2013,"Goiania, Goias, Brazil", Brazil,Red,False,Middleweight,MALE,3,0,1,0,23.0,0.63,0.5,0.5,0.5,1,1,4,0,0,0,0,0,1,0,1,Orthodox,175.26,185.42,185,0,2,0,22.5,0.485,0.5,0.0,0.0,2,0,4,1,0,0,1,0,1,0,2,Southpaw,185.42,198.12,185,28,31,0,-1,-1,-1,-1,0,-1,0,0,-10.16,-12.7,-3,0.5,0.0,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
3408,Rafael Feijao,-320,290,31.25,290.0,11/9/2013,"Goiania, Goias, Brazil", Brazil,Red,False,Light Heavyweight,MALE,3,3,0,0,22.5,0.47700000000000004,0.2,0.7,0.24100000000000002,3,6,23,0,0,0,1,2,1,0,4,Orthodox,182.88,193.04,205,1,0,0,24.0,0.39,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,205,33,34,-2,0,3,4,-5,22,0,2,1,-2.54,7.62,-1,-1.5,0.2,0.7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409,Brandon Thatch,325,-360,325.0,27.77777778,11/9/2013,"Goiania, Goias, Brazil", Brazil,Blue,False,Welterweight,MALE,3,0,1,0,17.0,0.65,0.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,1,Switch,187.96,187.96,170,0,1,0,17.1,0.33799999999999997,1.2,1.2,0.244,2,5,25,0,0,0,3,1,1,0,5,Orthodox,180.34,185.42,170,32,28,0,0,-1,-4,5,-24,0,0,-1,7.62,2.54,4,-0.1,-1.2,-0.2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee,1.0,2:10,130.0,,,,,,,,,,,,,,,,,,,,,,,,
3410,Ryan LaFlare,105,-115,105.0,86.95652174,11/9/2013,"Goiania, Goias, Brazil", Brazil,Blue,False,Welterweight,MALE,3,0,1,0,37.0,0.41,1.0,6.0,0.75,1,0,3,0,0,0,1,0,0,0,1,Southpaw,185.42,187.96,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,27,30,0,1,1,1,0,3,0,0,0,2.54,2.54,-3,37.0,1.0,6.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
3411,Jeremy Stephens,-185,170,54.05405405,170.0,11/9/2013,"Goiania, Goias, Brazil", Brazil,Blue,False,Featherweight,MALE,3,0,1,0,32.0,0.443125,0.5625,1.5,0.36375,2,8,41,0,0,1,3,3,0,1,8,Orthodox,172.72,180.34,145,0,3,0,29.66666667,0.6033333329999999,0.666666667,0.333333333,0.333333333,3,0,6,1,0,0,1,1,1,0,3,Orthodox,170.18,177.8,145,29,27,0,-2,-1,5,-8,35,-1,3,-1,2.54,2.54,2,2.33333333,-0.10416666699999999,1.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1.0,0:40,40.0,,,,,,,,,,,,,,,,,,,,,,,,
3412,Sam Sicilia,-120,110,83.33333333,110.0,11/9/2013,"Goiania, Goias, Brazil", Brazil,Blue,False,Featherweight,MALE,3,2,0,0,32.66666667,0.33666666700000003,0.333333333,0.666666667,0.38,1,2,7,0,0,0,0,1,0,0,1,Orthodox,172.72,170.18,145,1,0,0,24.0,0.38333333299999994,0.333333333,0.333333333,0.166666667,1,2,7,1,0,1,0,0,0,0,1,Orthodox,170.18,185.42,145,26,27,-1,0,0,0,0,0,-1,1,0,2.54,-15.24,-1,8.66666667,0.0,0.333333334,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,1:42,102.0,,,,,,,,,,,,,,,,,,,,,,,,
3413,Omari Akhmedov,140,-150,140.0,66.66666667,11/9/2013,"Goiania, Goias, Brazil", Brazil,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,185,0,1,0,68.0,0.72,0.0,1.0,0.25,1,0,3,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,170,25,26,0,-1,-1,-1,0,-3,0,-1,0,5.08,5.08,-1,-68.0,0.0,-1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,1.0,3:31,211.0,,,,,,,,,,,,,,,,,,,,,,,,
3414,Thiago Tavares,-245,225,40.81632653,225.0,11/9/2013,"Goiania, Goias, Brazil", Brazil,Red,False,Lightweight,MALE,3,0,1,0,36.33333333,0.483333333,0.0,2.333333333,0.196666667,1,1,7,0,0,1,1,0,0,0,2,Southpaw,172.72,177.8,155,1,0,0,20.07692308,0.415384615,1.0,2.384615385,0.438461538,2,6,31,0,0,0,4,1,2,0,7,Orthodox,170.18,172.72,145,29,31,1,1,-1,-5,5,-24,0,-1,-2,2.54,5.08,-2,16.25641025,-1.0,-0.051282052,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,2:38,158.0,,,,,,,,,,,,,,,,,,,,,,,,
3415,Adriano Martins,130,-140,130.0,71.42857143,11/9/2013,"Goiania, Goias, Brazil", Brazil,Red,False,Lightweight,MALE,3,0,1,0,41.0,0.42,0.0,1.0,0.2,2,1,11,0,0,1,1,1,0,0,3,Switch,172.72,182.88,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,155,30,28,0,1,2,3,-1,11,0,1,0,-5.08,0.0,2,41.0,0.0,1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,2.0,2:49,469.0,,,,,,,,,,,,,,,,,,,,,,,,
3416,Dustin Ortiz,-115,105,86.95652174,105.0,11/9/2013,"Goiania, Goias, Brazil", Brazil,Blue,False,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,125,1,0,0,19.0,0.52,1.0,1.0,0.2,0,1,2,0,0,0,0,0,0,0,0,Orthodox,165.1,165.0,125,31,24,1,0,0,0,1,-2,0,0,0,0.0,0.1,7,-19.0,-1.0,-1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3.0,3:19,799.0,,,,,,,,,,,,,,,,,,,,,,,,
3417,Tim Kennedy,-380,340,26.31578947,340.0,11/6/2013,"Fort Campbell, Kentucky, USA", USA,Red,False,Middleweight,MALE,5,0,3,0,40.625,0.49375,0.875,2.5,0.34625,3,3,23,0,0,0,4,0,1,0,5,Orthodox,182.88,193.04,185,0,1,0,54.0,0.58,0.0,2.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,187.96,185,34,30,0,2,2,4,-3,20,0,0,1,2.54,5.08,4,-13.375,0.875,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,4:40,280.0,,,,,,,,,,,,,,,,,,,,,,,,
3418,Alexis Davis,-190,165,52.63157895,165.0,11/6/2013,"Fort Campbell, Kentucky, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,0,1,0,44.0,0.6,3.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,125,0,1,0,27.0,0.63,1.0,1.5,0.5,1,1,3,1,0,0,0,1,0,0,1,Orthodox,167.64,167.64,125,29,29,0,0,0,0,1,0,-1,-1,0,0.0,5.08,0,17.0,2.0,-1.5,0,1,6,4,,,,4.0,,,,,,,,,,,,,6.0,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
3419,Yoel Romero,145,-155,145.0,64.51612903,11/6/2013,"Fort Campbell, Kentucky, USA", USA,Blue,False,Middleweight,MALE,3,0,1,0,12.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,182.88,185.42,185,0,3,0,35.66666667,0.6466666670000001,0.666666667,3.333333333,0.496666667,3,0,9,0,0,1,2,0,0,0,3,Orthodox,185.42,190.5,185,25,36,0,-2,-2,-2,0,-8,0,1,0,-2.54,-5.08,-11,-23.66666667,-0.666666667,-3.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3.0,1:39,699.0,,,,,,,,,,,,,,,,,,,,,,,,
3420,Rustam Khabilov,125,-135,125.0,74.07407407,11/6/2013,"Fort Campbell, Kentucky, USA", USA,Blue,False,Lightweight,MALE,3,0,2,0,8.0,0.425,0.0,3.0,0.665,2,0,2,0,0,0,0,1,0,1,2,Orthodox,172.72,185.42,155,0,2,0,37.0,0.5,1.0,3.0,0.375,2,0,5,0,0,0,1,0,1,0,2,Orthodox,180.34,187.96,170,28,27,0,0,0,0,0,-3,0,2,-1,-7.62,-2.54,1,-29.0,-1.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
3421,Michael Chiesa,110,-120,110.0,83.33333333,11/6/2013,"Fort Campbell, Kentucky, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,12.66666667,0.38333333299999994,1.0,1.333333333,0.31,2,1,5,1,0,0,0,0,2,0,2,Southpaw,185.42,190.5,170,1,0,0,24.0,0.595,1.0,3.5,0.215,1,1,6,1,0,0,1,0,0,0,1,Orthodox,182.88,180.34,155,26,25,0,0,1,1,0,-1,0,0,2,2.54,10.16,1,-11.33333333,0.0,-2.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,1:41,401.0,,,,,,,,,,,,,,,,,,,,,,,,
3422,Bobby Green,105,-115,105.0,86.95652174,11/6/2013,"Fort Campbell, Kentucky, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,96.0,0.51,1.0,1.0,0.5,1,0,3,0,0,0,0,0,1,0,1,Orthodox,187.96,185.42,170,0,1,0,54.0,0.6,1.0,1.0,1.0,1,0,3,0,0,0,0,0,1,0,1,Orthodox,177.8,180.34,155,27,27,0,0,0,0,0,0,0,0,0,10.16,5.08,0,42.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1.0,3:50,230.0,,,,,,,,,,,,,,,,,,,,,,,,
3423,Francisco Rivera,125,-135,125.0,74.07407407,11/6/2013,"Fort Campbell, Kentucky, USA", USA,Blue,False,Bantamweight,MALE,3,0,1,0,48.25,0.5025,0.75,0.5,0.25,1,2,9,0,0,0,1,1,0,0,2,Orthodox,172.72,172.72,135,0,2,0,37.55555556,0.357777778,0.111111111,0.5555555560000001,0.295555556,2,5,22,0,0,1,1,2,0,0,4,Orthodox,185.42,182.88,135,31,32,0,-1,-1,-2,3,-13,0,-1,0,-12.7,-10.16,-1,10.69444444,0.638888889,-0.055555556,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,2:20,440.0,,,,,,,,,,,,,,,,,,,,,,,,
3424,Dennis Bermudez,-190,175,52.63157895,175.0,11/6/2013,"Fort Campbell, Kentucky, USA", USA,Red,False,Featherweight,MALE,3,0,2,0,39.33333333,0.46333333299999996,1.166666667,0.5,0.123333333,3,1,14,0,0,0,3,1,1,0,5,Orthodox,180.34,177.8,145,0,4,0,55.0,0.434,1.0,2.8,0.564,4,1,11,1,0,2,1,0,1,0,4,Orthodox,167.64,167.64,155,26,26,0,-2,-1,1,0,3,-1,1,0,12.7,10.16,0,-15.66666667,0.166666667,-2.3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
3425,Amanda Nunes,115,-125,115.0,80.0,11/6/2013,"Fort Campbell, Kentucky, USA", USA,Red,False,Women's Bantamweight,FEMALE,3,0,1,0,50.0,0.6,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,175.26,180.34,135,0,1,0,10.0,0.62,0.0,2.0,0.66,1,0,1,0,0,0,0,1,0,0,1,Orthodox,172.72,175.26,145,25,29,0,0,0,0,0,2,0,-1,0,2.54,5.08,-4,40.0,0.0,-2.0,0,1,9,8,,,,8.0,,,,,,,,,,,,,9.0,,,,,,,,,,Red,KO/TKO,Elbows,1.0,3:56,236.0,,,,,,,,,,,,,,,,,,,,,,,,
3426,Lorenz Larkin,375,-420,375.0,23.80952381,11/6/2013,"Fort Campbell, Kentucky, USA", USA,Blue,False,Middleweight,MALE,3,1,0,0,32.0,0.39,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,1,0,0,45.0,0.428888889,0.333333333,0.0,0.0,4,3,23,0,0,2,2,0,1,1,6,Orthodox,187.96,193.04,185,26,27,0,0,-4,-6,2,-20,0,-1,-1,-7.62,-10.16,-1,-13.0,-0.333333333,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
3427,Seth Baczynski,-145,135,68.96551724,135.0,11/6/2013,"Fort Campbell, Kentucky, USA", USA,Blue,False,Welterweight,MALE,3,2,0,0,23.85714286,0.331428571,0.7142857140000001,0.28571428600000004,0.057142857000000005,4,3,15,0,0,1,0,1,2,0,4,Orthodox,190.5,187.96,170,1,0,0,36.0,0.39,0.0,2.0,0.4,1,1,4,0,0,0,1,0,0,0,1,Orthodox,190.5,203.2,170,26,32,-1,0,3,3,-2,11,0,1,2,0.0,-15.24,-6,-12.14285714,0.7142857140000001,-1.714285714,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
3428,Derek Brunson,-170,160,58.82352941,160.0,11/6/2013,"Fort Campbell, Kentucky, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,185,0,1,0,41.0,0.31,1.0,4.0,0.3,1,0,3,0,0,0,1,0,0,0,1,Southpaw,185.42,195.58,185,29,32,0,-1,-1,-1,0,-3,0,0,0,2.54,2.54,-3,-41.0,-1.0,-4.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,0:48,48.0,,,,,,,,,,,,,,,,,,,,,,,,
3429,Lyoto Machida,-380,340,26.31578947,340.0,10/26/2013,"Manchester, England, United Kingdom", United Kingdom,Red,False,Middleweight,MALE,5,0,1,0,32.36363636,0.454545455,0.454545455,1.727272727,0.278181818,4,3,24,0,0,1,3,4,0,0,8,Orthodox,182.88,182.88,185,1,0,0,32.86666667,0.562,0.533333333,0.8666666670000001,0.376666667,8,4,38,4,0,1,5,4,1,0,11,Southpaw,185.42,187.96,185,35,35,1,1,-4,-3,1,-14,-4,0,-1,-2.54,-5.08,0,-0.50303031,-0.07878787799999999,0.86060606,0,1,5,,,,,,,6.0,,,,,,,,,,,,,,5.0,,,,,,,Blue,KO/TKO,Kick,1.0,3:10,190.0,1.0,0.0,5.0,0.0,10.0,3.0,0.5,0.0,5.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3430,Jimi Manuwa,-150,140,66.66666667,140.0,10/26/2013,"Manchester, England, United Kingdom", United Kingdom,Red,False,Light Heavyweight,MALE,3,0,1,0,33.66666667,0.81,0.0,0.333333333,0.166666667,1,1,7,0,0,0,1,1,0,0,2,Orthodox,185.42,185.42,205,0,2,0,35.5,0.59,0.5,1.5,0.5,2,0,3,0,0,0,0,0,0,2,2,Orthodox,185.42,200.66,205,33,31,0,-1,-1,0,-1,4,0,-1,0,0.0,-15.24,2,-1.83333333,-0.5,-1.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2.0,4:41,581.0,0.0,0.0,48.0,36.0,72.0,54.0,0.66,0.66,51.0,37.0,76.0,55.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3431,Norman Parke,-175,165,57.14285714,165.0,10/26/2013,"Manchester, England, United Kingdom", United Kingdom,Red,False,Lightweight,MALE,3,0,1,0,36.0,0.43,2.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,155,0,2,0,55.0,0.475,0.0,4.0,0.405,2,0,6,1,0,0,2,0,0,0,2,Southpaw,180.34,177.8,155,26,29,0,-1,-1,-1,0,-3,-1,0,0,0.0,7.62,-3,-19.0,2.0,-4.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,81.0,67.0,246.0,178.0,0.32,0.37,82.0,69.0,248.0,180.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3432,Nico Musoke,-175,165,57.14285714,165.0,10/26/2013,"Manchester, England, United Kingdom", United Kingdom,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,3,0,0,19.92857143,0.46928571399999996,0.0,0.7142857140000001,0.107142857,3,8,21,0,0,1,1,4,0,0,6,Orthodox,182.88,182.88,185,32,27,3,0,-3,-6,8,-21,0,-4,0,0.0,7.62,5,-19.92857143,0.0,-0.7142857140000001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433,John Lineker,375,-420,375.0,23.80952381,10/26/2013,"Manchester, England, United Kingdom", United Kingdom,Blue,False,Flyweight,MALE,3,0,3,0,57.75,0.4025,0.0,0.5,0.25,3,1,9,0,0,0,1,2,0,0,3,Orthodox,160.02,170.18,135,0,1,0,21.5,0.195,0.0,1.5,0.83,1,1,5,0,0,0,1,0,0,0,1,Orthodox,162.56,162.56,125,30,23,0,2,2,2,0,4,0,2,0,-2.54,7.62,7,36.25,0.0,-1.0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,Blue,KO/TKO,Punch,1.0,2:51,171.0,0.0,3.0,14.0,31.0,38.0,68.0,0.36,0.45,14.0,34.0,38.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3434,Al Iaquinta,-160,150,62.5,150.0,10/26/2013,"Manchester, England, United Kingdom", United Kingdom,Red,False,Lightweight,MALE,3,0,1,0,42.0,0.48,1.0,2.0,1.0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,175.26,180.34,155,0,1,0,44.0,0.475,0.0,2.0,0.5,1,1,4,1,0,0,1,0,0,0,1,Orthodox,177.8,177.8,155,26,26,0,0,0,0,1,-2,-1,0,1,-2.54,2.54,0,-2.0,1.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,85.0,66.0,197.0,176.0,0.43,0.37,87.0,91.0,200.0,204.0,2.0,3.0,8.0,9.0,0.25,0.33,0.0,0.0,0.0,0.0,0.0,0.0
